carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
CR-802-B,SHP485259,2023-11-22,2023-11-23,0,0,0,Road,618.75,Middle East,IL,461831,IL,579505,220.1,1,150.94,3809.77,ZIM,CR-802-B-ZIM,2023-11,0.3557171717171717,46,57,IL46-->IL57,IL-->IL
808547,SHP357322,2025-10-03,2025-10-07,1,1,0,Road,12037.58,Asia,CN,767886,IN,222417,1900.77,4,5819.72,17009.84,Maersk,808547-Maersk,2025-10,0.1579030004369649,76,22,CN76-->IN22,CN-->IN
CR-299-A,SHP481632,23-11-2024,2024-12-04,0,1,0,Road,14207.66,Europe,SE,2094,CL,809703,10691.66,11,3368.24,1750.19,UPS,CR-299-A-UPS,2024-12,0.7525278617309255,20,80,SE20-->CL80,SE-->CL
882305,SHP298487,2023-02-05,2023-02-11,0,0,1,Road,16219.22,Latin America,CL,468327,AR,339717,6226.28,6,3693.75,3295.84,UPS,882305-UPS,2023-02,0.38388282543796803,46,33,CL46-->AR33,CL-->AR
670564,SHP327763,2025-10-12,2025-10-20,1,1,0,Road,14491.71,Africa,NG,692550,KE,114355,9220.78,8,6355.99,3829.5,COSCO Group,670564-COSCO Group,2025-10,0.6362796384967683,69,11,NG69-->KE11,NG-->KE
CR-984-C,SHP172490,2024-10-27,2024-10-31,0,1,0,Rail,3422.07,Asia,JP,270943,SG,474681,1406.01,4,1080.5,25616.22,Y.R.C,CR-984-C-Y.R.C,2024-10,0.4108653534264349,27,47,JP27-->SG47,JP-->SG
CR-202-C,SHP483284,2023-12-10,2023-12-13,1,0,0,Sea,1753.95,Asia,JP,929642,KR,582749,1846.18,3,959.04,34631.46,SF Express,CR-202-C-SF Express,2023-12,1.0525841671655407,92,58,JP92-->KR58,JP-->KR
CR-262-C,SHP398565,2025-07-20,2025-07-23,1,0,0,Rail,3281.21,Europe,DE,4620,ES,5732,1905.24,3,773.09,13525.7,XPO Logistics,CR-262-C-XPO Logistics,2025-07,0.5806516498486839,46,57,DE46-->ES57,DE-->ES
CR-699-A,SHP579312,2023-04-05,2023-04-06,1,1,0,Rail,745.05,Middle East,TR,1538,TR,7894,321.14,1,227.35,23597.44,USPS,CR-699-A-USPS,2023-04,0.43103147439769146,15,78,TR15-->TR78,TR-->TR
CR-299-A,SHP622350,2025-06-03,2025-06-06,0,1,0,Rail,1033.54,North America,US,65278,US,36545,494.52,3,393.55,26527.43,UPS,CR-299-A-UPS,2025-06,0.47847204752597866,65,36,US65-->US36,US-->US
CR-520-A,SHP931353,2025-01-13,2025-01-17,0,1,3,Rail,1943.42,Asia,JP,654333,SG,209028,966.73,4,283.33,9769.4,YRC Worldwide,CR-520-A-YRC Worldwide,2025-01,0.49743750707515616,65,20,JP65-->SG20,JP-->SG
CR-486-A,SHP998684,2024-02-01,2024-02-16,0,0,0,Sea,39415.6,Africa,KE,821729,PE,531284,11851.42,15,15807.91,88922.7,Kuehne + Nagel,CR-486-A-Kuehne + Nagel,2024-02,0.30067841159337927,82,53,KE82-->PE53,KE-->PE
CR-340-C,SHP136247,2024-01-03,2024-01-12,0,0,3,Rail,8303.39,Latin America,BR,45957,CL,66705,5800.38,9,5881.09,33797.14,XPO Logistics,CR-340-C-XPO Logistics,2024-01,0.6985556501621627,45,66,BR45-->CL66,BR-->CL
CR-226-A,SHP919166,2025-02-21,2025-03-03,0,0,0,Sea,10120.07,Africa,KE,150922,CN,894228,6101.36,10,5588.31,61060.87,XPO Logistics,CR-226-A-XPO Logistics,2025-03,0.6028970155344775,15,89,KE15-->CN89,KE-->CN
CR-423-C,SHP545270,2023-10-11,2023-10-12,0,1,0,Sea,1121.29,Africa,KE,241342,KE,186497,314.69,1,236.79,50163.56,USPS,CR-423-C-USPS,2023-10,0.2806499656645471,24,18,KE24-->KE18,KE-->KE
CR-294-C,SHP277719,2025-01-09,2025-01-12,1,1,0,Air,7757.605,Latin America,CO,794972,CO,340322,716.47,3,1901.31,4422.89,UPS,CR-294-C-UPS,2025-01,0.09235711279447717,79,34,CO79-->CO34,CO-->CO
CR-934-A,SHP211512,2023-03-09,2023-03-12,0,1,0,Air,23394.29,Middle East,TR,1921,AE,737235,3680.03,3,4703.9,2130.37,UPS,CR-934-A-UPS,2023-03,0.15730462433354464,19,73,TR19-->AE73,TR-->AE
CR-431-B,SHP633890,2023-06-30,2023-07-01,0,0,0,Air,11965.0,Middle East,IL,288569,SA,790906,10452.26,1,3163.23,504.39,USPS,CR-431-B-USPS,2023-07,0.8735695779356456,28,79,IL28-->SA79,IL-->SA
982695,SHP764771,2024-10-16,2024-10-20,1,0,0,Rail,9503.77,Africa,ZA,725332,KE,405392,4454.02,4,5136.69,38442.35,Kuehne + Nagel,982695-Kuehne + Nagel,2024-10,0.46865822720878136,72,40,ZA72-->KE40,ZA-->KE
CR-703-C,SHP349770,2025-04-12,2025-04-16,1,1,0,Road,6584.07,North America,MX,52253,US,76737,1569.27,4,3218.71,11394.92,XPO Logistics,CR-703-C-XPO Logistics,2025-04,0.23834345625122455,52,76,MX52-->US76,MX-->US
CR-286-A,SHP981443,2024-01-20,2024-01-21,1,1,0,Air,41373.81,Europe,PL,9592,MX,71310,4845.91,1,14261.88,4905.13,XPO Logistics,CR-286-A-XPO Logistics,2024-01,0.11712506051533567,95,71,PL95-->MX71,PL-->MX
CR-272-C,SHP650731,2025-10-30,2025-11-10,0,1,1,Sea,15847.77,Latin America,CO,861700,IN,796242,9600.95,11,8929.71,62005.73,UPS,CR-272-C-UPS,2025-11,0.6058234060691189,86,79,CO86-->IN79,CO-->IN
CR-641-B,SHP202620,2023-03-14,2023-03-25,0,0,0,Road,3226.12,Latin America,CL,948771,PE,738815,10421.81,11,757.03,403.55,ZIM,CR-641-B-ZIM,2023-03,3.230447100541827,94,73,CL94-->PE73,CL-->PE
CR-469-B,SHP944180,2025-09-23,2025-10-02,1,0,0,Road,12360.25,Africa,KE,859966,TR,2391,10515.76,9,3162.7,1670.88,XPO Logistics,CR-469-B-XPO Logistics,2025-10,0.8507724358326085,85,23,KE85-->TR23,KE-->TR
CR-813-A,SHP253959,2024-12-14,2024-12-16,0,0,0,Road,566.5,Middle East,AE,118041,AE,151830,411.2,2,196.99,2661.51,Kuehne + Nagel,CR-813-A-Kuehne + Nagel,2024-12,0.7258605472197704,11,15,AE11-->AE15,AE-->AE
CR-300-B,SHP589841,2025-03-01,2025-03-07,1,1,2,Road,22259.14,North America,US,25990,AR,461661,6424.59,6,12964.02,11210.42,Royal Mail,CR-300-B-Royal Mail,2025-03,0.28862705387539683,25,46,US25-->AR46,US-->AR
CR-936-C,SHP639211,2025-05-20,2025-05-24,1,1,0,Road,14541.25,Asia,SG,892946,KR,957382,1374.2,4,3941.65,15935.14,YRC Worldwide,CR-936-C-YRC Worldwide,2025-05,0.0945035674374624,89,95,SG89-->KR95,SG-->KR
CR-349-A,SHP301325,2023-04-07,2023-04-18,0,0,0,Rail,26211.44,Latin America,CO,849014,CL,193306,10585.42,11,4617.19,14539.47,ZIM,CR-349-A-ZIM,2023-04,0.403847327731708,84,19,CO84-->CL19,CO-->CL
CR-125-A,SHP441286,2023-07-24,2023-07-25,0,0,0,Air,30302.56,Latin America,PE,184743,EG,559422,6381.51,1,7084.84,1850.36,USPS,CR-125-A-USPS,2023-07,0.21059309840488724,18,55,PE18-->EG55,PE-->EG
CR-532-A,SHP235758,2025-02-22,2025-03-04,0,1,1,Rail,22977.39,North America,MX,65336,PL,8445,8060.53,10,4959.91,20511.09,FedEx,CR-532-A-FedEx,2025-03,0.35080268037405465,65,84,MX65-->PL84,MX-->PL
412602,SHP270552,2024-02-05,2024-02-09,0,0,2,Road,3307.64,Asia,CN,463733,EG,463965,3436.91,4,1660.54,2684.17,USPS,412602-USPS,2024-02,1.0390822459517965,46,46,CN46-->EG46,CN-->EG
CR-981-C,SHP337301,2023-10-08,2023-10-15,0,0,2,Road,10591.74,Asia,KR,340628,KE,403162,6555.33,7,3749.87,3177.96,ZIM,CR-981-C-ZIM,2023-10,0.6189096409088591,34,40,KR34-->KE40,KR-->KE
CR-739-A,SHP962755,2024-12-22,2025-01-03,0,1,1,Sea,10758.29,Latin America,PE,156430,FR,7591,7839.26,12,2998.73,25501.77,S.F. Express,CR-739-A-S.F. Express,2025-01,0.7286715639753157,15,75,PE15-->FR75,PE-->FR
776296,SHP757735,2024-06-11,2024-06-16,0,1,0,Road,26117.57,Africa,NG,306687,IT,6364,3983.72,5,10804.8,15067.99,SF Express,776296-SF Express,2024-06,0.1525302698528232,30,63,NG30-->IT63,NG-->IT
469882,SHP190111,2025-03-31,2025-04-05,1,1,0,Road,470.36,Europe,PL,2159,FR,3891,1691.89,5,230.68,757.46,YRC Worldwide,469882-YRC Worldwide,2025-04,3.597010800238116,21,38,PL21-->FR38,PL-->FR
CR-696-A,SHP206583,2024-01-02,2024-01-09,0,0,0,Rail,4443.93,Europe,FR,1873,CO,745110,4030.12,7,1696.09,14028.46,USPS,CR-696-A-USPS,2024-01,0.9068819715882113,18,74,FR18-->CO74,FR-->CO
CR-242-B,SHP975595,2023-01-26,2023-01-31,0,0,1,Road,6022.65,Middle East,AE,266645,US,41685,3921.07,5,2486.86,3523.51,Maersk,CR-242-B-Maersk,2023-01,0.651053938050526,26,41,AE26-->US41,AE-->US
CR-766-B,SHP145243,2024-05-18,2024-05-23,0,1,1,Rail,8615.46,Europe,PL,3001,CN,782026,3029.91,5,2993.49,32932.71,XPO Logistics,CR-766-B-XPO Logistics,2024-05,0.35168290491743914,30,78,PL30-->CN78,PL-->CN
CR-528-C,SHP464765,2025-09-20,2025-10-01,1,0,3,Rail,14765.74,Africa,EG,736900,NG,751588,10642.83,11,7447.59,23325.86,XPO Logistics,CR-528-C-XPO Logistics,2025-10,0.7207786402848757,73,75,EG73-->NG75,EG-->NG
CR-930-A,SHP727195,2025-09-07,2025-09-13,0,0,0,Sea,6544.9,Europe,BE,9573,KE,391630,3911.95,6,3407.51,58070.15,ups,CR-930-A-ups,2025-09,0.5977096670690156,95,39,BE95-->KE39,BE-->KE
CR-556-C,SHP277146,2024-08-01,2024-08-03,1,0,1,Road,2811.66,Asia,KR,255093,CN,673077,1325.2,2,818.83,3432.74,XPO Logistics,CR-556-C-XPO Logistics,2024-08,0.47132299068877465,25,67,KR25-->CN67,KR-->CN
CR-497-A,SHP592413,2025-08-27,2025-08-28,0,1,1,Road,1496.67,Asia,SG,759207,JP,299507,1848.03,1,365.09,1097.54,XPO Logistics,CR-497-A-XPO Logistics,2025-08,1.2347611697969492,75,29,SG75-->JP29,SG-->JP
CR-743-A,SHP229862,2024-10-07,2024-10-22,1,1,0,Sea,10027.13,Asia,KR,616577,NG,246464,10800.44,15,4161.51,25687.31,USPS,CR-743-A-USPS,2024-10,1.0771217686416752,61,24,KR61-->NG24,KR-->NG
CR-533-B,SHP120101,2024-02-11,2024-02-14,0,0,0,Rail,2533.23,Europe,NL,8538,FR,9593,1317.05,3,1241.65,31425.18,Royal Mail,CR-533-B-Royal Mail,2024-02,0.5199093647240874,85,95,NL85-->FR95,NL-->FR
CR-710-C,SHP883047,2024-09-16,2024-09-17,1,1,0,Rail,2102.43,Asia,SG,430822,JP,144053,985.75,1,765.78,25895.02,YRC Worldwide,CR-710-C-YRC Worldwide,2024-09,0.46886222133436073,43,14,SG43-->JP14,SG-->JP
CR-148-C,SHP336161,2024-05-26,2024-06-06,0,0,0,Rail,15581.91,North America,CA,27747,ZA,905866,10543.68,11,5505.45,17405.22,Royal Mail,CR-148-C-Royal Mail,2024-06,0.6766615902671752,27,90,CA27-->ZA90,CA-->ZA
CR-439-C,SHP414804,2024-11-16,2024-11-21,1,0,0,Road,6889.83,Middle East,AE,649709,US,53895,5153.08,5,1882.6,2029.64,USPS,CR-439-C-USPS,2024-11,0.7479255656525633,64,53,AE64-->US53,AE-->US
CR-879-C,SHP338923,07-02-2023,2023-02-16,1,1,0,Road,11219.81,Latin America,PE,55964,DE,1113,8806.96,9,4167.31,2628.8,Nippon,CR-879-C-Nippon,2023-02,0.7849473386804232,55,11,PE55-->DE11,PE-->DE
CR-303-C,SHP939416,2025-07-15,2025-07-24,0,0,1,Road,49886.16,Middle East,IL,152501,AE,779664,10307.45,9,41835.25,22548.54,USPS,CR-303-C-USPS,2025-07,0.20661943112077577,15,77,IL15-->AE77,IL-->AE
674678,SHP103909,2024-12-11,2024-12-17,0,1,0,Rail,4011.53,Latin America,PE,86788,CO,23783,3070.46,6,3587.17,38942.74,ZIM,674678-ZIM,2024-12,0.7654087093951684,86,23,PE86-->CO23,PE-->CO
CR-920-A,SHP359488,2025-02-11,2025-02-16,1,1,0,Sea,9191.87,Africa,NG,396801,PL,8389,3300.71,5,3864.46,78053.01,ZIM,CR-920-A-ZIM,2025-02,0.35909015249345344,39,83,NG39-->PL83,NG-->PL
CR-552-A,SHP966024,2023-06-01,2023-06-04,1,1,0,Air,6650.79,Asia,CN,763340,SG,548348,831.8,3,1446.7,2898.72,YRC Worldwide,CR-552-A-YRC Worldwide,2023-06,0.1250678490825902,76,54,CN76-->SG54,CN-->SG
CR-754-A,SHP608878,2024-02-27,2024-03-03,0,1,0,Road,7221.87,Latin America,BR,89190,AR,993595,5552.57,5,3036.94,3038.57,XPO Logistics,CR-754-A-XPO Logistics,2024-03,0.7688548810765079,89,99,BR89-->AR99,BR-->AR
CR-545-A,SHP637020,2025-10-03,2025-10-04,0,1,0,Road,134.69,Middle East,TR,7574,TR,8427,641.6,1,37.45,324.26,ZIM,CR-545-A-ZIM,2025-10,4.763531071349024,75,84,TR75-->TR84,TR-->TR
CR-475-C,SHP820710,2023-11-13,2023-11-16,1,1,0,Road,339.8,North America,MX,96210,MX,84063,581.68,3,117.72,1124.36,XPO Logistics,CR-475-C-XPO Logistics,2023-11,1.7118304885226603,96,84,MX96-->MX84,MX-->MX
CR-302-C,SHP471300,2023-12-07,2023-12-12,0,1,0,Road,13924.5,North America,US,99473,CN,591778,5205.55,5,3068.56,3274.88,YRC Worldwide,CR-302-C-YRC Worldwide,2023-12,0.37384107149269274,99,59,US99-->CN59,US-->CN
CR-187-A,SHP266338,2024-01-28,2024-01-30,1,0,3,Sea,3938.32,Asia,CN,723514,SG,345574,1262.26,2,1312.5,69319.95,ZIM,CR-187-A-ZIM,2024-01,0.32050722135326737,72,34,CN72-->SG34,CN-->SG
CR-264-C,SHP868471,2023-02-04,2023-02-05,0,0,0,Air,19466.06,Middle East,SA,517109,JP,344379,5672.04,1,4269.84,1254.64,ZIM,CR-264-C-ZIM,2023-02,0.29138099851741955,51,34,SA51-->JP34,SA-->JP
CR-641-A,SHP147838,2025-09-01,2025-09-18,1,1,0,Sea,42229.72,Europe,ES,1604,SG,796656,11438.41,17,14507.18,84552.43,Nippon Express,CR-641-A-Nippon Express,2025-09,0.2708616112065152,16,79,ES16-->SG79,ES-->SG
CR-299-C,SHP472484,2023-08-15,2023-08-18,0,0,1,Sea,1385.21,North America,US,92751,US,21236,714.07,3,878.76,82042.08,ZIM,CR-299-C-ZIM,2023-08,0.515495845395283,92,21,US92-->US21,US-->US
CR-756-B,SHP241757,2024-06-24,2024-07-03,1,1,0,Road,46750.73,Europe,IT,6207,IN,116120,11606.77,9,31849.3,15.244,ZIM,CR-756-B-ZIM,2024-07,0.2482692783620705,62,11,IT62-->IN11,IT-->IN
CR-723-C,SHP567038,2025-01-26,2025-02-03,1,0,0,Sea,9979.21,Europe,NL,6066,AE,480025,5304.94,8,7208.56,90589.39,USPS,CR-723-C-USPS,2025-02,0.5315991947258351,60,48,NL60-->AE48,NL-->AE
CR-137-B,SHP826844,2023-01-20,2023-01-27,1,1,0,Sea,12199.05,Asia,CN,798047,NG,403734,3181.99,7,4620.12,96797.35,XPO Logistics,CR-137-B-XPO Logistics,2023-01,0.2608391637053705,79,40,CN79-->NG40,CN-->NG
CR-566-C,SHP200506,2023-10-25,2023-11-02,0,1,0,Road,57641.55,Latin America,CL,532281,MX,50112,10373.37,8,34039.6,18230.22,R. Mail,CR-566-C-R. Mail,2023-11,0.17996341180971018,53,50,CL53-->MX50,CL-->MX
CR-887-B,SHP413723,05-12-2023,2023-12-20,1,0,0,Sea,31100.47,Africa,ZA,719666,EG,964462,10430.06,15,12785.51,81722.22,ZIM,CR-887-B-ZIM,2023-12,0.3353666359382993,71,96,ZA71-->EG96,ZA-->EG
CR-965-B,SHP734604,2025-08-18,2025-08-29,1,0,0,Road,10208.25,Latin America,CO,679262,IN,744443,10861.44,11,2168.83,1109.34,Royal Mail,CR-965-B-Royal Mail,2025-08,1.0639864815222981,67,74,CO67-->IN74,CO-->IN
291187,SHP190959,2023-04-24,2023-04-28,1,0,0,Sea,4131.69,Europe,IT,1225,SE,6918,1910.99,4,1357.77,47367.08,Rhenus Intl,291187-Rhenus Intl,2023-04,0.4625201793939042,12,69,IT12-->SE69,IT-->SE
CR-124-A,SHP240318,2023-01-07,2023-01-15,1,0,0,Road,71510.03,Europe,SE,3230,CL,63392,7130.75,8,20713.43,16137.81,TNT,CR-124-A-TNT,2023-01,0.09971678098862495,32,63,SE32-->CL63,SE-->CL
CR-153-C,SHP825467,2024-12-03,2024-12-11,1,0,0,Road,7757.605,North America,US,22691,SG,289423,10784.09,8,3836.29,1976.31,Royal Mail,CR-153-C-Royal Mail,2024-12,1.3901313614188917,22,28,US22-->SG28,US-->SG
CR-322-B,SHP260086,2023-03-04,2023-03-12,0,1,3,Rail,8659.22,Latin America,PE,108883,CL,449801,5214.4,8,1851.65,11836.76,XPO,CR-322-B-XPO,2023-03,0.6021789491432253,10,44,PE10-->CL44,PE-->CL
CR-916-A,SHP862681,2023-03-10,2023-03-12,0,1,0,Air,54521.57,Asia,KR,626794,DE,7427,10874.99,2,14090.31,2159.44,YRC Worldwide,CR-916-A-YRC Worldwide,2023-03,0.19946215782120727,62,74,KR62-->DE74,KR-->DE
CR-170-C,SHP875538,2024-08-04,2024-08-09,0,1,0,Road,5911.4,Africa,EG,980244,KE,132809,7328.61,5,1302.79,987.6,UPS,CR-170-C-UPS,2024-08,1.2397418547213859,98,13,EG98-->KE13,EG-->KE
CR-713-B,SHP138732,2025-07-05,2025-07-07,1,0,0,Sea,5745.79,Europe,DE,9671,BE,4271,1611.93,2,2031.0,83998.56,YRC Worldwide,CR-713-B-YRC Worldwide,2025-07,0.28054105701739884,96,42,DE96-->BE42,DE-->BE
CR-360-A,SHP231563,2023-10-10,2023-10-13,0,1,1,Air,18223.74,North America,US,81524,PE,95209,7356.31,3,5705.18,1292.58,YRC Worldwide,CR-360-A-YRC Worldwide,2023-10,0.4036663165738756,81,95,US81-->PE95,US-->PE
901878,SHP625402,2024-10-08,2024-10-17,1,0,0,Road,3290.6,Middle East,AE,297098,US,19799,8303.65,9,671.89,449.53,SF Express,901878-SF Express,2024-10,2.5234455722360662,29,19,AE29-->US19,AE-->US
203004,SHP134006,2023-11-17,2023-11-26,0,0,2,Road,90833.43,Latin America,BR,53436,IL,572734,10213.75,9,30369.23,16518.71,DHL,203004-DHL,2023-11,0.11244483446237802,53,57,BR53-->IL57,BR-->IL
CR-359-B,SHP123053,2024-11-04,2024-11-12,0,0,2,Road,41090.02,Asia,CN,167985,CL,954731,6627.73,8,12516.0,10491.27,TNT,CR-359-B-TNT,2024-11,0.1612978041870021,16,95,CN16-->CL95,CN-->CL
CR-569-C,SHP502048,2024-08-05,2024-08-06,0,1,1,Air,109669.39,Latin America,CO,526756,KR,226854,11480.44,1,34029.36,4940.19,UPS,CR-569-C-UPS,2024-08,0.10468226366536734,52,22,CO52-->KR22,CO-->KR
CR-997-A,SHP273552,2024-07-06,2024-07-09,1,0,0,Rail,1027.97,Latin America,BR,78888,BR,93969,643.52,3,470.35,24363.25,ZIM,CR-997-A-ZIM,2024-07,0.6260104866873547,78,93,BR78-->BR93,BR-->BR
CR-196-A,SHP764721,2024-02-23,2024-02-24,0,0,0,Air,12089.8,Asia,KR,810446,CN,500929,1909.68,1,2286.81,1995.81,db schenker,CR-196-A-db schenker,2024-02,0.15795794802229982,81,50,KR81-->CN50,KR-->CN
CR-301-A,SHP569125,2023-10-15,2023-10-17,1,1,0,Air,80699.53,North America,CA,11049,EG,517236,10632.01,2,15778.82,2473.48,US Postal Service,CR-301-A-US Postal Service,2023-10,0.13174810311782487,11,51,CA11-->EG51,CA-->EG
721136,SHP421846,2024-10-30,2024-11-03,1,1,0,Air,66790.44,North America,MX,52353,CN,490691,9981.92,4,22495.99,3756.12,DB Schenker,721136-DB Schenker,2024-11,0.1494513286632039,52,49,MX52-->CN49,MX-->CN
CR-725-B,SHP191247,2024-05-03,2024-05-04,1,0,0,Air,2924.28,North America,MX,52605,MX,87453,649.74,1,686.75,1761.59,UPS,CR-725-B-UPS,2024-05,0.22218802577044605,52,87,MX52-->MX87,MX-->MX
CR-642-B,SHP245366,2024-05-02,2024-05-04,1,1,0,Sea,783.14,North America,MX,11038,MX,29080,238.93,2,123.85,34555.9,ZIM,CR-642-B-ZIM,2024-05,0.3050923206578645,11,29,MX11-->MX29,MX-->MX
CR-402-C,SHP799032,2023-12-29,2024-01-02,1,0,0,Sea,1324.88,Europe,SE,5627,SE,1795,298.57,4,305.52,68219.41,YRC Worldwide,CR-402-C-YRC Worldwide,2024-01,0.22535625868003137,56,17,SE56-->SE17,SE-->SE
CR-169-A,SHP958557,2024-05-19,2024-05-30,1,1,0,Sea,34185.09,Africa,KE,119046,NG,259550,8571.91,11,12482.25,97078.71,ZIM,CR-169-A-ZIM,2024-05,0.25074996145980605,11,25,KE11-->NG25,KE-->NG
CR-707-C,SHP534865,2024-06-18,2024-07-03,0,1,0,Sea,38055.08,Africa,NG,914370,CO,411558,10664.1,15,14343.57,89668.92,ZIM,CR-707-C-ZIM,2024-07,0.2802280273750574,91,41,NG91-->CO41,NG-->CO
CR-660-C,SHP641843,2024-06-17,2024-06-21,1,1,0,Road,246.56,Asia,KR,591720,SG,698635,1279.41,4,40.72,176.8,Royal Mail,CR-660-C-Royal Mail,2024-06,5.189041207008437,59,69,KR59-->SG69,KR-->SG
CR-867-C,SHP389399,17-12-2024,2024-12-25,1,0,0,Road,12351.09,Africa,NG,166071,BE,5120,10918.81,8,6653.97,3385.58,YRC Worldwide,CR-867-C-YRC Worldwide,2024-12,0.8840361457976583,16,51,NG16-->BE51,NG-->BE
325995,SHP110444,2023-11-23,2023-12-02,1,1,0,Road,20303.77,Asia,JP,123033,US,38765,11525.24,9,6801.93,3278.76,XPO Logistics,325995-XPO Logistics,2023-12,0.5676403938775902,12,38,JP12-->US38,JP-->US
CR-891-A,SHP731710,2025-03-03,2025-03-06,1,1,0,Air,51165.96,Middle East,IL,334116,TR,6819,5038.77,3,11392.78,3768.38,ZIM Integrated Shipping,CR-891-A-ZIM Integrated Shipping,2025-03,0.09847894967669912,33,68,IL33-->TR68,IL-->TR
635427,SHP252353,2025-09-02,2025-09-06,1,1,0,Sea,1986.7,Europe,IT,4982,TR,8086,1257.13,4,1274.27,67575.63,db schenker,635427-db schenker,2025-09,0.6327729400513414,49,80,IT49-->TR80,IT-->TR
CR-178-A,SHP843668,2025-10-16,2025-10-18,0,0,0,Road,1578.74,North America,US,33606,US,44166,468.62,2,317.92,3769.05,TNT,CR-178-A-TNT,2025-10,0.29683165055677313,33,44,US33-->US44,US-->US
CR-158-A,SHP396316,2024-02-13,2024-02-17,0,0,0,Rail,3386.78,North America,CA,98874,MX,44861,1923.68,4,503.74,8728.8,ZIM,CR-158-A-ZIM,2024-02,0.5679967402665659,98,44,CA98-->MX44,CA-->MX
CR-830-A,SHP336891,2025-07-20,2025-08-02,0,0,0,Sea,21981.25,Latin America,PE,361829,AR,747238,8608.15,13,7435.17,14222.92,YRC Worldwide,CR-830-A-YRC Worldwide,2025-08,0.3916133067955644,36,74,PE36-->AR74,PE-->AR
CR-283-A,SHP210950,2023-03-17,2023-03-18,0,0,2,Air,4873.88,North America,US,97474,CA,33928,1562.6,1,947.37,1010.47,SF Express,CR-283-A-SF Express,2023-03,0.3206069907342815,97,33,US97-->CA33,US-->CA
CR-428-B,SHP501314,2024-12-02,2024-12-05,1,1,0,Rail,2092.14,Latin America,CO,790392,IN,727517,3041.52,3,848.2,9295.82,UPS,CR-428-B-UPS,2024-12,1.453784163583699,79,72,CO79-->IN72,CO-->IN
CR-130-A,SHP468407,2024-06-21,2024-06-22,0,1,0,Air,26318.19,Europe,ES,2945,PE,491309,7556.5,1,7060.92,1.557,XPO Logistics,CR-130-A-XPO Logistics,2024-06,0.28712080883981766,29,49,ES29-->PE49,ES-->PE
CR-508-A,SHP452474,2025-05-13,2025-05-18,0,1,1,Rail,14346.78,Europe,SE,8996,IL,418103,4556.06,5,4813.96,35220.16,XPO Logistics,CR-508-A-XPO Logistics,2025-05,0.317566729259109,89,41,SE89-->IL41,SE-->IL
CR-852-C,SHP992571,2023-03-21,2023-03-27,0,0,1,Road,11477.98,Africa,NG,100768,SA,471611,7077.96,6,4181.78,3282.32,TNT Express,CR-852-C-TNT Express,2023-03,0.616655543919749,10,47,NG10-->SA47,NG-->SA
CR-797-C,SHP462327,2023-03-23,2023-03-31,0,0,0,Road,2343.24,Africa,ZA,905674,NG,432407,6666.73,8,516.97,430.81,ZIM Integrated Shipping,CR-797-C-ZIM Integrated Shipping,2023-03,2.8450905583721684,90,43,ZA90-->NG43,ZA-->NG
CR-949-B,SHP175408,2023-10-03,2023-10-08,0,0,0,Rail,3769.3,North America,MX,34532,CA,16374,1519.81,5,1629.15,35731.3,ZIM,CR-949-B-ZIM,2023-10,0.4032074921072878,34,16,MX34-->CA16,MX-->CA
CR-660-A,SHP773460,2024-04-08,2024-04-09,0,1,0,Road,1785.44,Europe,FR,5524,BE,6966,1376.68,1,582.66,2351.3,X.P.O Logistics,CR-660-A-X.P.O Logistics,2024-04,0.7710592346984497,55,69,FR55-->BE69,FR-->BE
CR-518-B,SHP101471,2023-08-17,2023-08-19,1,1,0,Rail,1785.05,Africa,KE,677372,KE,497025,529.82,2,531.98,33469.07,ZIM,CR-518-B-ZIM,2023-08,0.29680961317610155,67,49,KE67-->KE49,KE-->KE
258681,SHP299604,2024-03-11,2024-03-18,1,1,0,Rail,5193.22,North America,US,95919,FR,8171,4431.55,7,3588.96,26995.52,FedEx,258681-FedEx,2024-03,0.8533337697998544,95,81,US95-->FR81,US-->FR
CR-884-A,SHP511472,2024-02-14,2024-02-23,1,0,0,Road,2006.04,Latin America,CL,499562,TR,5783,8740.74,9,919.83,584.64,USPS,CR-884-A-USPS,2024-02,4.35721122210923,49,57,CL49-->TR57,CL-->TR
CR-977-B,SHP546341,2024-09-25,2024-09-27,1,0,0,Rail,1394.07,Latin America,CO,638428,CO,862857,395.88,2,420.57,35412.6,ZIM,CR-977-B-ZIM,2024-09,0.28397426241150014,63,86,CO63-->CO86,CO-->CO
CR-186-C,SHP315753,28-05-2023,2023-06-01,1,1,0,Air,47367.94,Middle East,AE,306131,IL,593618,11191.76,4,9026.46,1344.21,Royal Mail,CR-186-C-Royal Mail,2023-06,0.236272888371333,30,59,AE30-->IL59,AE-->IL
CR-884-A,SHP588501,2025-03-06,2025-03-18,1,0,0,Sea,7766.39,Latin America,PE,255035,DE,4073,8045.57,12,4810.66,39861.73,USPS,CR-884-A-USPS,2025-03,1.0359472032694725,25,40,PE25-->DE40,PE-->DE
