carrier_name,carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,shipment_weight_kg,cost_usd,status,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,remarks,data_entry_source
S.F. Express,CR-975-C,SHP774657,2025-09-03,2025-09-08,1,1,0,Road,1538.88,2090.27,Delivered,Latin America,CO,464282,BR,78475,3213.17,5,890.04,Partial delivery,Portal
Royal Mail,CR-431-B,SHP642807,2024-10-26,2024-10-29,0,0,0,Sea,,1238.1,Delayed,North America,US,88724,US,77405,523.92,3,587.63,SLA breach,EDI
Hapag-Lloyd,428491,SHP925126,2025-06-15,2025-06-17,0,1,1,Road,14114.09,6081.08,Cancelled,Asia,JP,649133,IN,570891,1730.37,2,4396.07,SLA breach,API
Evergreen M.,CR-807-C,SHP388497,2024-03-11,2024-03-13,0,0,3,Air,3892.92,30166.74,Delivered,Africa,EG,154179,MX,53679,4875.09,2,11386.98,SLA breach,Manual
XPO Logistics,CR-977-C,SHP860784,2025-08-24,2025-08-27,0,1,3,Air,,4418.07,Cancelled,North America,US,79993,US,53079,739.18,3,1375.37,No issues,Manual
Evergreen,CR-604-C,SHP369950,2023-09-30,2023-10-08,1,1,0,Sea,69772.58 kg,18896.28,Delivered,Middle East,IL,335054,AE,162158,6066.39,8,6349.01,Customs hold,Portal
SF Express,CR-818-A,SHP397475,2024-07-24,2024-08-01,1,0,0,Rail,26400.57,11094.14,Delayed,Latin America,CL,725757,PE,666521,5300.17,8,4197.82,Documentation missing,EDI
Rhenus,CR-743-A,SHP476272,2024-12-07,2024-12-15,1,1,0,Road,21505.99,66840.93,Cancelled,Africa,KE,105178,NG,195383,9686.48,8,37497.13,Customs hold,Manual
UPS,CR-783-C,SHP450895,2025-10-27,2025-11-11,1,0,0,Sea,40040.49,17439.43,Delayed,Middle East,AE,447962,SA,491187,10518.17,15,6317.29,SLA breach,Manual
Rhenus,389365,SHP910572,2023-06-19,2023-06-21,0,0,2,Air,3036.86,53805.61,Returned,North America,MX,69564,SG,373948,7915.13,2,14422.26,No issues,EDI
Rhenus,CR-781-A,SHP896840,2024-04-09,2024-04-18,Yes,1,0,Sea,63755.0,12927.82,Cancelled,Latin America,CO,85009,AR,371648,4993.98,9,4775.87,Customs hold,Portal
UPS,CR-934-A,SHP505577,2025-10-20,2025-10-24,1,1,0,Sea,33986.08,1581.57,Delayed,North America,US,77644,MX,35882,1253.21,4,638.88,Customs hold,Portal
Rhenus,CR-371-A,SHP807558,2024-09-22,2024-10-02,0,0,0,Rail,29461.67,23254.2,In Transit,Middle East,SA,106885,IL,137839,9288.24,10,8209.41,Documentation missing,Portal
DHL,CR-519-A,SHP511055,2024-10-05,2024-10-09,1,1,0,Road,17119.19,6726.96,Delayed,North America,US,65680,MX,49018,1677.25,4,5168.37,Partial delivery,EDI
ZIM Integrated Shipping,381419,SHP263410,2023-01-25,2023-01-31,1,0,0,Road,22916.62,108207.75,Delivered,Latin America,PE,831993,NL,3930,9000.52,6,37127.07,Documentation missing,EDI
UPS,CR-477-C,SHP204319,2024-03-24,2024-04-03,0,0,3,air freight,2276.17,9821.16,Delayed,Latin America,AR,468375,CL,95260,10796.28,10,2457.41,Partial delivery,EDI
CEVA Logistics,CR-552-A,SHP235744,2024-02-15,2024-02-16,0,1,0,Air,796.13,16826.55,In Transit,North America,CA,24984,KE,222301,11817.58,1,5644.99,No issues,Manual
YRC Worldwide,CR-513-B,SHP883859,2024-11-15,2024-11-17,1,0,0,Rail,11443.71,1282.89,Delivered,Europe,NL,7911,SE,9629,820.49,2,281.68,Documentation missing,EDI
FedEx,CR-271-A,SHP396761,2023-07-20,2023-07-21,0,0,0,Air,125.36,442.97,Cancelled,Africa,KE,998729,KE,348392,365.84,1,27.52,Left at front desk,EDI
USPS,CR-422-B,SHP379264,2025-02-23,2025-03-04,0,1,0,Sea,93779.8,10793.4,Returned,Europe,PL,2818,ZA,498518,6361.58,9,8948.81,Partial delivery,EDI
Kuehne + Nagel,CR-443-A,SHP340425,2023-12-08,2023-12-10,1,0,2,Road,2568.93,1018.49,Delivered,Africa,KE,271464,KE,879441,690.77,2,319.42,Documentation missing,API
UPS,CR-654-A,SHP525315,2024-04-22,2024-05-06,1,1,0,Sea,91913.29,42851.72,Returned,Asia,JP,655059,NL,1333,11240.12,14,15496.74,No issues,EDI
XPO Logistics,CR-584-B,SHP680210,2023-02-11,2023-02-27,0,1,0,Sea,55643.15,14134.07,In Transit,Latin America,PE,667075,IT,3365,10705.59,16,8935.39,Customs hold,API
Nippon Express,916614,SHP630477,2023-10-21,2023-10-23,0,1,0,Air,2615.32,35790.67,Delayed,Latin America,AR,683312,CO,819773,8852.32,2,13891.01,Documentation missing,EDI
FedEx,CR-320-A,SHP979368,2024-02-22,2024-03-02,0,0,0,Rail,25462.57,20107.83,Delayed,Middle East,IL,265678,AE,344552,7907.1,9,6040.05,No issues,API
TNT,327589,SHP504927,2023-02-03,2023-02-06,0,1,0,Air,4860.39,31668.97,In Transit,Middle East,TR,2368,AE,364436,4369.68,3,12743.01,Customs hold,Manual
Royal Mail,CR-894-A,SHP960442,25-08-2025,2025-09-03,1,0,0,Rail,12925.0,7133.79,Cancelled,Latin America,CO,910391,CN,143931,5925.86,9,2297.75,SLA breach,EDI
YRC Worldwide,CR-715-A,SHP140815,2023-10-01,2023-10-03,1,1,2,Road,20373.62,12867.49,Delayed,Europe,FR,4678,NL,8477,1191.21,2,4368.47,Left at front desk,EDI
D.H.L,CR-898-B,SHP160699,2023-02-27,2023-03-03,1,1,0,Sea,91247.12,5115.65,In Transit,Europe,NL,9842,SE,8843,1164.55,4,1593.93,SLA breach,Email
Nippon Express,832172,SHP610523,2023-12-03,2023-12-05,No,0,0,Air,3300.63,13550.64,In Transit,Asia,CN,320652,IN,773464,1321.97,2,2617.99,Customs hold,API
UPS,CR-473-B,SHP618742,2025-09-03,2025-09-05,0,1,0,Sea,47087.65,2370.73,In Transit,Asia,SG,401136,IN,562767,1117.72,2,789.46,Partial delivery,EDI
Rhenus,CR-956-A,SHP589866,2025-10-16,2025-10-19,Yes,Provided,1,Road,2859.78,3913.86,Cancelled,Asia,CN,392740,CA,99208,3522.16,3,1813.07,SLA breach,Email
DB Schenker,CR-473-C,SHP388198,2024-07-02,2024-07-03,1,0,3,Air,1674.25,21125.49,Cancelled,Middle East,AE,185435,TR,1231,3753.59,1,3770.66,Documentation missing,EDI
Rhenus,CR-367-A,SHP516829,2025-08-10,2025-08-22,1,1,0,Rail,10437.61,11645.2,Cancelled,North America,CA,49229,DE,5734,9277.12,12,2904.93,Documentation missing,Manual
ZIM,CR-806-B,603827,2023-07-05,2023-07-09,1,1,0,Rail,24216.8,8231.57,Returned,Europe,ES,8200,MX,85534,3534.57,4,2567.88,SLA breach,Portal
DHL,439060,SHP376126,2023-07-01,2023-07-02,0,1,0,Air,1519.58,16260.4,Cancelled,Europe,IT,8838,AE,366693,5303.41,1,4835.36,Customs hold,Email
T.N.T,CR-292-B,SHP539561,2023-11-25,2023-11-27,1,1,1,Road,1226.86,880.83,Returned,North America,CA,91842,US,13559,1216.14,2,268.57,Documentation missing,EDI
CEVA Logistics,CR-191-A,SHP970870,2025-01-20,2025-01-21,1,1,0,Sea,22691.18,857.2,Delivered,North America,CA,59769,CA,50231,374.64,1,127.51,Documentation missing,Email
YRC Worldwide,CR-794-C,SHP165136,2023-04-12,2023-04-22,1,0,0,Sea,59893.13,8177.67,Delivered,Africa,ZA,487902,AE,681193,7339.6,10,6593.87,No issues,Portal
Rhenus,CR-863-B,SHP630256,2025-01-04,2025-01-09,0,0,0,Road,21489.31,16787.03,Cancelled,Africa,KE,757049,EG,144077,4231.84,5,16369.08,Customs hold,API
SF Express,CR-679-A,SHP811894,03-07-2023,2023-07-04,0,0,0,Air,3670.16,7198.09,Delivered,Europe,BE,1803,FR,7699,1342.11,1,2955.45,Left at front desk,Portal
Royal Mail,CR-829-B,SHP238861,2023-08-21,2023-08-30,0,0,0,Sea,95336.18,16898.94,Delivered,Latin America,CO,385294,NL,6249,6961.61,9,9955.41,SLA breach,Portal
Evergreen Marine,CR-325-B,SHP306599,2025-07-27,2025-08-05,1,Provided,0,Sea,28656.06,8216.53,Cancelled,Asia,KR,518573,PL,4058,5922.77,9,2545.85,No issues,Manual
Kuehne + Nagel,CR-326-C,SHP941738,2023-04-30,2023-05-13,0,0,1,Sea,91958.78,36964.75,In Transit,Latin America,CL,68905,AR,764775,9682.77,13,13356.23,Documentation missing,EDI
DB Schenker,CR-326-A,SHP888030,2023-09-02,2023-09-07,0,1,0,Rail,12442.71,6234.94,Delivered,Latin America,AR,226914,ZA,226993,4412.77,5,1647.2,Documentation missing,Email
UPS,CR-709-C,SHP574905,2024-07-04,2024-07-06,0,1,0,Road,2484.29,2315.4,Cancelled,Asia,KR,587389,JP,116623,1071.02,2,478.93,Partial delivery,API
S.F. Express,545625,SHP133306,2024-11-16,2024-11-21,1,1,0,Road,11293.97,$24881.91,Delayed,Middle East,IL,292879,SA,583157,3412.7,5,6937.73,Partial delivery,Manual
CEVA Logistics,CR-292-C,SHP536687,2024-12-28,2025-01-08,1,1,0,sea,97189.96,20836.29,Returned,Africa,KE,821462,EG,852817,8519.74,11,12420.5,Partial delivery,API
Royal Mail,CR-436-B,SHP674362,2025-08-24,2025-09-03,1,0,0,Road,,131220.68,Delayed,Middle East,IL,769651,SA,720752,11629.96,10,50684.29,Customs hold,Manual
DB Cargo,CR-989-C,SHP713438,2024-08-05,2024-08-08,0,0,2,Road,16721.77,8738.31,Delivered,Asia,CN,912368,KR,809649,959.28,3,2887.36,SLA breach,Portal
TNT,CR-298-B,SHP542683,2024-06-08,2024-06-11,0,1,0,Sea,77617.98,N/A,Returned,Europe,SE,9959,PL,6403,889.47,3,1035.58,No issues,Email
CEVA Logistics,CR-283-C,SHP792944,2025-07-10,2025-07-16,0,0,3,Sea,88043.54,10745.72,Delivered,Middle East,IL,638459,SA,271250,3157.19,6,4169.56,Documentation missing,Portal
YRC Worldwide,CR-430-B,SHP417609,2025-08-17,2025-08-26,1,0,0,Rail,31382.44,19254.33,In Transit,Africa,KE,778073,EG,732856,8397.5,9,7906.02,Left at front desk,Email
Rhenus,CR-100-A,SHP307299,2023-11-27,2023-12-03,Yes,1,1,Road,23090.27,23351.54,Delivered,Middle East,IL,640116,SA,748743,4086.64,6,16985.11,Customs hold,API
Kuehne + Nagel,CR-423-C,SHP889448,2024-09-22,2024-09-26,1,1,3,Road,231.98,187.04,In Transit,North America,CA,39052,US,67501,1402.83,4,58.58,SLA breach,EDI
YRC Worldwide,CR-934-B,SHP550283,2023-05-09,2023-05-12,No,0,1,Air,3425.32,8050.41,Delayed,Asia,KR,908122,JP,364961,863.04,3,1773.71,Customs hold,API
USPS,CR-912-B,SHP966809,2023-07-18,2023-07-23,1,1,0,Rail,21661.4,USD 8287.12,Delivered,Middle East,TR,9821,AE,506372,4546.92,5,2954.78,No issues,API
DB Schenker,CR-513-A,SHP890413,2024-05-10,2024-05-11,1,0,0,Road,24618.49,USD 2277.91,Delivered,Middle East,SA,751973,SA,872031,349.11,1,1547.03,Documentation missing,Manual
COSCO,CR-733-B,SHP740027,2023-02-15,2023-02-28,1,0,0,Rail,17360.63,22817.43,Delayed,Africa,KE,532367,ZA,986314,10812.63,13,5631.42,Left at front desk,Email
XPO Logistics,CR-409-C,SHP109800,2024-01-02,2024-01-07,0,1,0,Road,3070.97,3806.28,Cancelled,Africa,KE,233762,ZA,894284,4034.59,5,2230.22,SLA breach,Email
Evergreen Marine,CR-327-B,SHP238471,2024-02-02,2024-02-04,1,0,0,Air,2330.24,10551.58,Returned,Europe,BE,8044,PL,7558,1406.58,2,1966.61,SLA breach,API
DHL,CR-319-C,SHP740147,2023-02-06,2023-02-11,1,0,0,Road,19511.48,USD 52540.62,In Transit,Africa,EG,476733,FR,6659,6778.15,5,23805.32,Partial delivery,Manual
UPS,CR-290-C,SHP699836,2023-01-20,2023-01-23,1,0,0,Air,3296.46,56117.75,Cancelled,North America,US,85171,TR,9757,8644.96,3,17098.64,Documentation missing,EDI
CEVA Logistics,CR-279-B,SHP690879,2023-09-13,2023-09-15,1,0,0,Road,17172.73,3962.43,Cancelled,Europe,FR,6057,FR,8098,378.18,2,1168.99,Documentation missing,API
YRC,CR-350-C,SHP680167,2025-04-10,2025-04-12,1,Provided,0,Rail,20356.16,3684.44,Delivered,North America,CA,74304,MX,50687,1242.41,2,758.72,No issues,Email
Maersk,CR-424-B,SHP671471,2025-04-11,2025-04-15,0,0,0,Sea,99560.14,5983.33,Delayed,North America,MX,77398,CA,46127,1934.58,4,2889.1,Partial delivery,Email
DB Schenker,CR-502-A,SHP836805,2024-07-30,2024-08-08,1,0,0,Sea,23792.44,11016.82,Delayed,Europe,ES,8214,MX,30297,7222.71,9,2577.69,Customs hold,EDI
CEVA Logistics,CR-711-A,SHP781526,2023-01-22,2023-01-27,0,1,0,Road,919.34,$4077.66,Cancelled,Africa,NG,170966,KE,329096,4497.77,5,744.3,Partial delivery,Manual
YRC Worldwide,CR-952-B,SHP967761,2024-12-16,2024-12-22,0,0,0,Road,17675.83,37946.7,Returned,Africa,EG,995603,SA,273710,6581.09,6,20938.72,Customs hold,EDI
USPS,CR-552-B,SHP902228,2024-07-16,2024-07-25,1,0,1,Sea,79609.04,20282.86,Returned,Africa,ZA,740215,CL,409631,5613.37,9,6703.13,Left at front desk,EDI
COSCO,CR-480-C,SHP219010,2024-01-14,2024-01-20,0,1,0,Road,1839.62,5846.58,Delayed,Africa,NG,688214,KE,458330,5176.94,6,1714.25,Left at front desk,Manual
CEVA Logistics,CR-780-C,SHP836164,2025-08-11,2025-08-13,0,1,0,Rail,25715.59,1170.34,Delayed,North America,CA,91578,CA,87606,656.21,2,506.25,SLA breach,Manual
SF Express,CR-794-B,SHP460600,2024-05-31,2024-06-05,1,0,0,Rail,29433.54,4134.1,In Transit,Asia,JP,247649,IL,158575,3432.3,5,3030.74,Customs hold,EDI
DHL,CR-369-B,SHP246052,2025-08-14,2025-08-15,0,1,0,Rail,13572.65,1119.25,Delayed,Africa,KE,230836,KE,718704,424.23,1,172.74,Partial delivery,Email
TNT,346411,SHP915464,2023-09-11,2023-09-14,1,1,0,air,2112.1,6145.5,Returned,Europe,FR,2722,DE,4520,828.23,3,1049.58,SLA breach,EDI
UPS,CR-161-A,SHP817731,2025-06-03,2025-06-14,0,1,0,Sea,23945.72,N/A,Cancelled,Latin America,CL,776031,AR,655846,9025.53,11,3241.84,Partial delivery,Portal
USPS,CR-466-B,SHP173510,2024-03-23,2024-04-05,0,0,0,Sea,97301.31,22836.65,Delivered,Asia,SG,964844,IT,6664,10400.35,13,15179.52,SLA breach,Email
COSCO,CR-322-C,SHP753825,2023-11-04,2023-11-17,1,1,0,Sea,23142.89,10919.78,Delayed,Africa,ZA,613945,NG,441374,9935.34,13,3448.99,SLA breach,Portal
COSCO,CR-554-A,SHP933441,2024-10-04,2024-10-12,0,0,2,Road,3743.31,29662.74,Returned,Latin America,BR,53002,PE,367661,9778.01,8,6588.38,No issues,API
Maersk Line,CR-842-B,SHP288986,2025-03-05,2025-03-08,1,1,3,road,1051.1,3461.28,In Transit,Africa,ZA,204363,NG,930231,3392.89,3,641.93,No issues,API
FedEx,CR-492-C,SHP717956,2024-12-22,2024-12-29,0,1,0,Rail,36669.7,19600.45,Delayed,Africa,KE,663809,ZA,876770,7845.34,7,8630.59,Customs hold,Email
DB-Schenker,CR-629-B,SHP809133,2024-08-23,2024-08-25,1,0,0,Air,3061.19,94638.06,In Transit,Asia,KR,619871,AR,537611,10617.24,2,19500.87,SLA breach,Email
Maersk,CR-311-B,SHP637399,2024-09-04,2024-09-14,1,0,0,Sea,23788.96,5806.22,Cancelled,Middle East,TR,2340,NG,688807,6158.78,10,2197.66,Customs hold,Email
Rhenus,805888,SHP625920,2025-04-22,04/23/2025,1,1,0,Air,4968.39,82425.9,Cancelled,North America,CA,18847,IN,939718,7150.36,1,21315.47,Partial delivery,Portal
TNT,CR-961-C,SHP819224,2025-01-06,2025-01-08,0,1,0,Rail,29642.68,1536.61,Cancelled,Middle East,TR,6886,TR,9852,574.63,2,511.01,Left at front desk,Portal
SF Express,CR-719-C,SHP560549,02-08-2024,2024-08-06,1,1,0,Sea,31290.11,914.71,Cancelled,Europe,PL,3596,SE,8474,822.33,4,385.96,Documentation missing,EDI
SF Express,CR-355-C,SHP357368,2024-01-24,2024-01-28,1,0,0,Sea,80204.28,4346.98,Cancelled,Middle East,TR,8748,NL,9528,1971.06,4,2371.32,Left at front desk,EDI
SF Express,CR-142-B,SHP546616,2023-07-19,2023-07-25,0,0,0,Road,2845.68,13819.74,Delivered,Africa,ZA,863584,TR,9885,8216.97,6,4208.91,No issues,API
Hapag-Lloyd,CR-556-B,SHP660270,2023-10-14,2023-10-17,1,1,0,Rail,22248.37,2991.98,In Transit,Asia,CN,967179,IN,768756,1801.09,3,1202.14,SLA breach,Email
USPS,CR-330-C,SHP507257,2025-01-14,2025-01-18,1,1,0,Road,12601.77,16735.2,Delayed,Europe,NL,1977,FR,1046,1859.96,4,4218.97,Documentation missing,Email
T.N.T,CR-125-B,SHP562657,2025-01-10,2025-01-16,1,0,0,Road,3777.6,13598.41,Delivered,Latin America,PE,189698,CL,698504,5792.52,6,3938.73,Left at front desk,Manual
Hapag-Lloyd,CR-995-A,SHP814844,2025-08-06,2025-08-21,0,1,0,Sea,22703.85,17729.59,Cancelled,Middle East,IL,377709,AE,829454,11736.56,15,3996.98,No issues,Email
Hapag-Lloyd,814454,SHP843437,2024-05-06,2024-05-09,1,1,0,Air,2507.72 kg,49843.57,Delayed,North America,MX,55376,CN,860035,7249.56,3,10907.94,No issues,Manual
Maersk Line,CR-213-C,SHP127741,2023-07-06,2023-07-10,0,0,0,Road,21312.1,13465.98,Delivered,North America,MX,81043,CA,52413,1525.58,4,5852.39,Documentation missing,Manual
CEVA Logistics,CR-597-A,SHP253275,2024-05-25,2024-06-03,1,1,0,Sea,39825.85,6067.97,Returned,Europe,NL,2338,CN,484460,7460.16,9,4456.61,Partial delivery,EDI
DHL,CR-147-A,SHP907824,2025-03-02,2025-03-04,0,1,0,Air,3146.61,8010.86,Delayed,Europe,SE,7856,TR,9440,1448.38,2,2734.48,Left at front desk,EDI
ZIM,CR-211-A,SHP961185,09-03-2023,2023-03-18,1,1,0,Road,15268.51,USD 52463.59,Delayed,Asia,SG,766941,BR,81885,9255.73,9,25437.81,Left at front desk,Email
DHL,CR-687-A,SHP758362,2025-10-08,2025-10-11,1,1,0,Road,3268.83,1083.44,Delayed,Africa,ZA,685677,ZA,881777,427.72,3,251.67,SLA breach,API
Rhenus Intl,178628,SHP515615,2023-12-21,2023-12-28,1,1,0,Rail,24145.07,8530.61,Cancelled,North America,MX,67766,IN,190796,4058.5,7,2939.78,No issues,Email
Royal Mail,CR-148-C,SHP300044,2024-12-25,2024-12-27,0,0,0,Road,206.17,233.77,Delayed,Europe,IT,5690,ES,8143,1007.31,2,37.38,Customs hold,Manual
Nippon Express,821869,SHP412351,2024-10-21,2024-10-24,1,0,0,Rail,17222.71,4601.64,Cancelled,North America,MX,53483,US,31119,1809.28,3,934.82,Partial delivery,Portal
YRC Worldwide,CR-605-B,SHP928548,2023-02-19,2023-02-25,1,1,0,Road,18111.44,47067.2,Delivered,Asia,SG,983721,CL,838877,8483.56,6,27656.92,SLA breach,Email
TNT,CR-924-A,SHP880319,2024-08-16,2024-08-21,1,1,0,Rail,12848.27,3350.9,Delayed,Asia,CN,152200,KR,243260,1605.41,5,618.8,SLA breach,API
Nippon Express,CR-796-B,SHP736957,2024-08-06,2024-08-17,1,0,0,Rail,36264.31,$18326.18,Delayed,Latin America,CO,327518,CN,327829,8025.6,11,8731.28,Documentation missing,API
DB Schenker,881238,SHP830417,15-02-2025,2025-02-18,1,0,0,Air,1004.6,12040.77,Delivered,Latin America,AR,250651,KE,442237,3745.34,3,2257.53,No issues,Portal
COSCO,CR-369-C,SHP762302,2023-04-20,2023-04-24,0,1,0,Road,20902.67,61560.49,Returned,Latin America,CL,526727,ZA,862711,5543.65,4,20857.87,Partial delivery,EDI
COSCO,323262,SHP953169,2024-05-09,2024-05-16,1,1,0,Road,3727.07,9247.56,Cancelled,Asia,CN,642765,US,56731,7266.02,7,4874.57,Customs hold,Portal
Hapag-Lloyd,CR-632-B,SHP707363,2023-03-21,2023-03-25,1,1,0,Rail,21052.28,3954.38,Cancelled,Europe,NL,7011,DE,4425,1391.76,4,878.99,Documentation missing,API
Maersk,CR-983-C,SHP686220,2025-05-23,2025-05-26,0,0,0,Sea,22927.96,1430.48,Delivered,North America,CA,36162,US,99883,1595.62,3,548.76,Documentation missing,API
DHL,CR-887-A,SHP351162,2025-02-16,2025-02-22,0,1,2,Sea,81575.1,7145.96,Returned,Latin America,CO,871055,CL,726559,3450.39,6,4221.98,No issues,Portal
UPS,CR-417-B,SHP968225,2023-03-18,2023-03-23,0,0,0,Rail,38575.64,4582.21,Delayed,Asia,IN,119536,SG,978646,1933.47,5,2237.54,Left at front desk,EDI
R. Mail,CR-529-C,SHP667429,2023-10-31,2023-11-03,1,1,0,Air,3717.11,76367.34,Delivered,Africa,KE,838653,IN,618504,6669.6,3,14874.98,SLA breach,API
Maersk,CR-445-B,SHP674599,2024-09-30,2024-10-03,1,0,0,Air,4104.03,9793.72,Cancelled,Europe,IT,8338,SE,2906,978.62,3,2409.77,SLA breach,Email
YRC Worldwide,CR-970-C,SHP623603,2023-07-31,2023-08-06,No,0,0,Sea,90997.13,20516.81,Returned,Africa,EG,178580,NG,367367,5245.13,6,7159.37,Left at front desk,Portal
Evergreen Marine,CR-677-C,SHP513306,2023-03-18,2023-03-19,1,0,0,Sea,25779.89,784.98,Delivered,Latin America,CL,916122,CL,288613,317.34,1,122.71,Left at front desk,Manual
Kuehne + Nagel,CR-519-B,SHP729252,2024-06-02,2024-06-03,1,0,0,Road,16693.87,1280.19,Delivered,Middle East,SA,356600,SA,673929,282.14,1,847.8,Customs hold,Email
Maersk,CR-500-B,SHP826359,2025-05-25,2025-05-27,0,1,0,Road,2879.27,USD 739.09,Returned,Asia,SG,661616,SG,379345,392.29,2,203.31,Documentation missing,Email
DB Schenker,CR-103-C,SHP664399,2023-11-08,2023-11-15,1,0,3,Road,11119.62,58647.93,Cancelled,Latin America,PE,979927,AR,818709,8178.32,7,16369.17,No issues,Email
TNT,CR-593-B,SHP647995,2023-07-15,07/22/2023,0,1,3,Road,1018.6,4343.31,Delivered,Latin America,BR,50652,CL,493912,5956.32,7,1092.08,Partial delivery,Email
XPO Logistics,CR-479-B,SHP492365,2024-08-24,2024-09-08,0,0,0,Sea,24144.14,$7660.75,Cancelled,Africa,EG,705533,KE,485847,10353.13,15,3749.51,SLA breach,Email
Evergreen Marine,CR-879-C,SHP514847,2025-06-05,2025-06-10,0,1,0,Sea,77141.22,4058.84,Returned,North America,US,28371,CA,51206,1529.43,5,1769.73,Left at front desk,EDI
Kuehne + Nagel,CR-872-A,SHP905682,2024-09-15,2024-09-17,1,0,0,Air,2259.76,1912.85,Delivered,Asia,SG,756832,SG,318952,234.34,2,317.74,Partial delivery,API
ZIM,,,,,1,1,0,Road,1581.45,,In Transit,North America,CA,78099,CA,35137,234.36,3,66.71,Documentation missing,Portal
R. Mail,CR-693-C,SHP663992,2024-11-03,2024-11-11,1,1,0,Road,2137.07,5515.12,In Transit,Asia,KR,589561,BR,69091,7662.33,8,2947.49,Documentation missing,Manual
USPS,CR-380-A,SHP225768,2024-02-14,2024-02-15,1,0,0,Road,24085.94,8859.86,Returned,Asia,CN,876582,IN,564645,1707.08,1,7400.97,Documentation missing,EDI
YRC Worldwide,CR-688-B,SHP690699,2023-12-09,2023-12-11,0,1,0,Air,4334.75,11893.9,In Transit,North America,CA,73268,US,68144,1212.09,2,3152.46,Partial delivery,Email
USPS,CR-688-B,SHP154612,2024-10-31,2024-11-03,0,None,0,Rail,14810.05,754.48,Cancelled,North America,MX,12307,MX,13897,597.63,3,265.53,Left at front desk,EDI
COSCO,564365,SHP945579,2023-07-13,2023-07-15,0,0,0,Road,3414.74,788.36,Cancelled,Asia,CN,754951,CN,256203,713.56,2,438.59,Partial delivery,API
Evergreen Marine,CR-967-B,SHP234899,2024-12-30,2025-01-03,1,1,0,Road,1347.02,4153.23,Cancelled,Latin America,PE,571098,AE,691296,3277.02,4,794.56,SLA breach,Portal
USPS,117781,SHP208184,2023-07-22,2023-07-26,1,Provided,0,Road,982.28,441.91,Returned,Europe,IT,7755,PL,6956,1079.33,4,190.84,No issues,API
Maersk,963843,SHP884589,2023-01-03,2023-01-12,0,1,0,Sea,86344.99,10926.5,Delayed,Africa,NG,474706,EG,841776,6377.97,9,8260.58,Customs hold,Manual
Evergreen Marine,CR-735-B,SHP899477,2023-02-08,2023-02-09,0,0,0,Air,4348.69,$46679.74,Delivered,Africa,EG,627296,PL,8140,5561.39,1,14510.86,Partial delivery,API
UPS,CR-968-B,SHP320492,2025-10-07,2025-10-21,0,0,0,Sea,46199.37,11057.69,Delivered,Africa,NG,988187,EG,744746,9889.73,14,6853.49,Customs hold,Portal
DB-Schenker,788415,SHP894916,2023-09-19,2023-09-20,1,1,0,Road,3615.18,1369.95,Delayed,Europe,NL,4234,ES,3967,963.76,1,627.15,Left at front desk,Portal
YRC Worldwide,619177,SHP590131,2025-02-23,2025-02-26,1,0,0,Rail,18115.22,4377.86,Delayed,Asia,SG,229409,IN,604705,1872.96,3,1017.87,SLA breach,Email
Kuehne + Nagel,CR-522-C,SHP420128,2024-03-04,2024-03-06,1,0,0,Road,678.88,USD 616.11,Cancelled,North America,US,71750,CA,50422,1037.83,2,126.82,Customs hold,Manual
Rhenus,CR-345-B,SHP352792,2023-02-24,2023-02-27,1,0,0,Air,742.16,11412.64,Cancelled,Europe,FR,2163,CN,653948,5830.53,3,2596.31,Left at front desk,API
COSCO,853617,SHP695764,2024-07-25,2024-07-27,0,0,0,Road,3628.18,2898.2,Returned,Europe,BE,2008,ES,8124,1211.1,2,790.94,No issues,Portal
Royal Mail,CR-851-C,SHP953807,2024-07-08,2024-07-10,0,1,1,Air,4752.25,25039.85,In Transit,Europe,ES,7159,PL,1283,1779.14,2,5072.95,Customs hold,Email
COSCO,887187,SHP752201,2024-02-03,2024-02-10,0,1,0,Sea,25935.15,$4360.57,Returned,Latin America,CL,783040,US,78330,4422.53,7,1720.48,Documentation missing,Manual
XPO,883666,SHP201212,2025-03-06,2025-03-11,1,1,0,Road,3294.38,$11697.52,Delayed,Africa,KE,404191,IN,366919,6735.8,5,3994.25,Documentation missing,EDI
DB Schenker,CR-598-A,SHP821082,2025-09-02,2025-09-03,1,1,0,Air,1688.9,31967.55,In Transit,Middle East,AE,205495,SA,743279,7719.72,1,7822.68,SLA breach,Manual
USPS,CR-371-A,SHP577012,2024-03-01,2024-03-09,1,0,0,Rail,30430.58,9829.25,Returned,Middle East,IL,136583,KE,387934,5472.86,8,4996.27,Documentation missing,EDI
Rhenus Logistics,572757,SHP340467,2025-04-21,2025-05-05,1,0,0,Sea,64330.32,26728.53,Returned,Asia,CN,324354,KE,379791,10264.66,14,9904.94,No issues,API
Nippon Express,CR-992-C,912472,2024-05-22,2024-05-23,0,Provided,0,Air,3214.03,55749.09,Delayed,Middle East,AE,343872,IL,387946,9536.93,1,18391.2,Documentation missing,Email
CEVA Logistics,905521,SHP652779,2024-02-02,2024-02-04,1,0,1,Air,2110.14,56548.37,Delivered,Europe,SE,1268,IN,436136,8898.32,2,11266.04,Documentation missing,API
